Precinct,County,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,calc_participation
Trenton,Dade,3573.0,323.0,1066.0,169.0,2.0,1560.0,44.0,185.0,69.0,1.0,299.0,8.0,31.0,3.0,0.0,42.0,1901.0,53.2
North Dade,Dade,1903.0,274.0,556.0,91.0,1.0,922.0,43.0,146.0,82.0,0.0,271.0,12.0,15.0,10.0,0.0,37.0,1230.0,64.6
Elberton,Elbert,3798.0,172.0,883.0,274.0,0.0,1329.0,216.0,590.0,396.0,0.0,1202.0,15.0,26.0,4.0,0.0,45.0,2576.0,67.8
Longstreet,Elbert,622.0,105.0,192.0,55.0,0.0,352.0,24.0,47.0,38.0,0.0,109.0,2.0,4.0,1.0,0.0,7.0,468.0,75.2
Eliam,Elbert,748.0,154.0,248.0,74.0,0.0,476.0,26.0,51.0,58.0,0.0,135.0,2.0,2.0,0.0,0.0,4.0,615.0,82.2
Petersburg,Elbert,377.0,108.0,91.0,44.0,0.0,243.0,9.0,14.0,25.0,0.0,48.0,0.0,2.0,0.0,0.0,2.0,293.0,77.7
Wyche,Elbert,1095.0,132.0,412.0,92.0,0.0,636.0,41.0,101.0,75.0,0.0,217.0,2.0,1.0,2.0,0.0,5.0,858.0,78.4
Moss-Ruckersville,Elbert,468.0,101.0,125.0,41.0,0.0,267.0,18.0,20.0,40.0,0.0,78.0,4.0,3.0,0.0,0.0,7.0,352.0,75.2
Pike,Elbert,1596.0,228.0,394.0,119.0,0.0,741.0,48.0,178.0,202.0,0.0,428.0,8.0,11.0,8.0,0.0,27.0,1196.0,74.9
Gaines,Elbert,570.0,192.0,124.0,56.0,0.0,372.0,11.0,22.0,21.0,0.0,54.0,2.0,1.0,2.0,0.0,5.0,431.0,75.6
Goshen,Elbert,1612.0,344.0,492.0,118.0,0.0,954.0,70.0,82.0,80.0,0.0,232.0,4.0,13.0,3.0,0.0,20.0,1206.0,74.8
Webbsboro,Elbert,408.0,95.0,116.0,40.0,0.0,251.0,12.0,37.0,24.0,0.0,73.0,1.0,2.0,0.0,0.0,3.0,327.0,80.1
Centerville,Elbert,1011.0,205.0,322.0,77.0,0.0,604.0,25.0,69.0,47.0,0.0,141.0,4.0,3.0,1.0,0.0,8.0,753.0,74.5
Beards Creek,Long,1539.0,201.0,248.0,46.0,1.0,496.0,96.0,146.0,88.0,1.0,331.0,10.0,4.0,6.0,0.0,20.0,847.0,55.0
Rye Patch/Oak Dale,Long,3131.0,327.0,622.0,73.0,4.0,1026.0,82.0,367.0,148.0,1.0,598.0,23.0,24.0,5.0,0.0,52.0,1676.0,53.5
South Ludowici,Long,1392.0,83.0,203.0,25.0,0.0,311.0,74.0,176.0,77.0,3.0,330.0,5.0,6.0,3.0,0.0,14.0,655.0,47.1
North Ludowici,Long,2281.0,150.0,390.0,54.0,3.0,597.0,95.0,314.0,112.0,0.0,521.0,18.0,20.0,7.0,0.0,45.0,1163.0,51.0
Tibet,Long,920.0,147.0,262.0,26.0,0.0,435.0,21.0,56.0,17.0,0.0,94.0,4.0,7.0,2.0,0.0,13.0,542.0,58.9
Alma Flournoy,Long,298.0,65.0,94.0,7.0,1.0,167.0,9.0,13.0,14.0,1.0,37.0,0.0,3.0,0.0,0.0,3.0,207.0,69.5
Faith Baptist Annex,Long,909.0,95.0,235.0,27.0,0.0,357.0,15.0,75.0,28.0,0.0,118.0,2.0,12.0,1.0,1.0,16.0,491.0,54.0
Coleman,Randolph,229.0,30.0,49.0,17.0,0.0,96.0,26.0,33.0,14.0,1.0,74.0,1.0,1.0,0.0,0.0,2.0,172.0,75.1
Shellman,Randolph,929.0,139.0,166.0,57.0,0.0,362.0,138.0,82.0,93.0,1.0,314.0,3.0,2.0,0.0,0.0,5.0,681.0,73.3
Benevolence,Randolph,354.0,53.0,105.0,20.0,0.0,178.0,36.0,28.0,14.0,0.0,78.0,1.0,0.0,0.0,0.0,1.0,257.0,72.6
Cuthbert-Courthouse,Randolph,2253.0,73.0,506.0,114.0,0.0,693.0,120.0,446.0,234.0,0.0,800.0,4.0,11.0,4.0,0.0,19.0,1512.0,67.1
Cuthbert,Randolph,323.0,5.0,12.0,1.0,0.0,18.0,47.0,125.0,42.0,1.0,215.0,0.0,2.0,1.0,0.0,3.0,236.0,73.1
Springvale,Randolph,253.0,21.0,28.0,8.0,0.0,57.0,28.0,57.0,40.0,0.0,125.0,0.0,0.0,1.0,0.0,1.0,183.0,72.3
Senior Center,Stephens,0.0,1204.0,6766.0,1379.0,4.0,9353.0,289.0,1211.0,687.0,0.0,2187.0,54.0,118.0,56.0,0.0,228.0,11768.0,
Butts County Admin Bldg,Butts,17154.0,823.0,6380.0,1124.0,2.0,8329.0,372.0,1863.0,893.0,1.0,3129.0,29.0,140.0,46.0,0.0,215.0,11673.0,68.0
Folkston,Charlton,2420.0,142.0,478.0,103.0,0.0,723.0,163.0,414.0,192.0,0.0,769.0,14.0,28.0,7.0,0.0,49.0,1541.0,63.7
GA Bend,Charlton,509.0,220.0,55.0,43.0,0.0,318.0,12.0,11.0,2.0,0.0,25.0,3.0,1.0,0.0,0.0,4.0,347.0,68.2
St George,Charlton,661.0,223.0,130.0,47.0,1.0,401.0,9.0,6.0,7.0,0.0,22.0,4.0,2.0,0.0,0.0,6.0,429.0,64.9
American Legion,Charlton,748.0,129.0,339.0,59.0,0.0,527.0,9.0,24.0,16.0,0.0,49.0,2.0,5.0,3.0,0.0,10.0,586.0,78.3
Homeland,Charlton,864.0,149.0,322.0,51.0,0.0,522.0,19.0,33.0,11.0,0.0,63.0,3.0,7.0,0.0,0.0,10.0,595.0,68.9
Folkston Fire,Charlton,767.0,76.0,350.0,52.0,0.0,478.0,1.0,35.0,14.0,0.0,50.0,3.0,12.0,5.0,0.0,20.0,548.0,71.4
Racepond,Charlton,266.0,68.0,102.0,17.0,0.0,187.0,3.0,13.0,6.0,0.0,22.0,1.0,0.0,0.0,0.0,1.0,210.0,78.9
Winokur,Charlton,317.0,90.0,89.0,22.0,0.0,201.0,6.0,4.0,6.0,0.0,16.0,1.0,3.0,0.0,0.0,4.0,221.0,69.7
Cecil,Cook,1899.0,136.0,461.0,53.0,0.0,650.0,99.0,265.0,111.0,1.0,476.0,9.0,18.0,4.0,0.0,31.0,1157.0,60.9
Delle Beamguard,Cook,2446.0,200.0,890.0,141.0,0.0,1231.0,92.0,197.0,113.0,0.0,402.0,5.0,16.0,7.0,0.0,28.0,1661.0,67.9
Elm Pine,Cook,531.0,8.0,11.0,4.0,0.0,23.0,74.0,99.0,69.0,0.0,242.0,3.0,6.0,0.0,0.0,9.0,274.0,51.6
Lenox,Cook,1275.0,239.0,387.0,65.0,0.0,691.0,76.0,62.0,33.0,0.0,171.0,8.0,7.0,3.0,0.0,18.0,880.0,69.0
Massee,Cook,919.0,99.0,380.0,33.0,0.0,512.0,14.0,76.0,24.0,0.0,114.0,1.0,8.0,1.0,0.0,10.0,636.0,69.2
New Life Baptist Church,Cook,1233.0,230.0,468.0,54.0,0.0,752.0,23.0,59.0,27.0,0.0,109.0,8.0,11.0,3.0,0.0,22.0,883.0,71.6
Riverbend,Cook,1280.0,124.0,565.0,94.0,0.0,783.0,16.0,76.0,34.0,0.0,126.0,4.0,9.0,3.0,0.0,16.0,925.0,72.3
Sparks,Cook,1049.0,68.0,126.0,28.0,0.0,222.0,127.0,126.0,70.0,0.0,323.0,3.0,4.0,4.0,0.0,11.0,556.0,53.0
Burnt Hickory Park,Paulding,6242.0,604.0,2781.0,595.0,4.0,3984.0,105.0,474.0,280.0,2.0,861.0,49.0,59.0,14.0,0.0,122.0,4967.0,79.6
Crossroads Library,Paulding,3662.0,316.0,1479.0,409.0,1.0,2205.0,98.0,405.0,322.0,0.0,825.0,19.0,38.0,17.0,1.0,75.0,3105.0,84.8
Shelton Elementary,Paulding,5095.0,455.0,1628.0,405.0,3.0,2491.0,174.0,789.0,460.0,1.0,1424.0,29.0,46.0,15.0,0.0,90.0,4005.0,78.6
Russom Elementary,Paulding,8243.0,686.0,2743.0,983.0,4.0,4416.0,226.0,1023.0,883.0,3.0,2135.0,33.0,88.0,41.0,1.0,163.0,6714.0,81.5
Paulding Sr Center,Paulding,5972.0,496.0,1786.0,404.0,6.0,2692.0,201.0,881.0,524.0,2.0,1608.0,29.0,75.0,27.0,1.0,132.0,4432.0,74.2
Legacy Bapt Church,Paulding,4443.0,305.0,1074.0,441.0,1.0,1821.0,147.0,599.0,416.0,4.0,1166.0,18.0,38.0,33.0,0.0,89.0,3076.0,69.2
Watson Govt Cmplx,Paulding,10774.0,617.0,2675.0,801.0,8.0,4101.0,381.0,1597.0,935.0,3.0,2916.0,65.0,129.0,60.0,0.0,254.0,7271.0,67.5
West Ridge Church,Paulding,11546.0,1010.0,3600.0,1116.0,4.0,5730.0,327.0,1288.0,955.0,1.0,2571.0,58.0,121.0,72.0,0.0,251.0,8552.0,74.1
Events Place,Paulding,4923.0,220.0,751.0,288.0,3.0,1262.0,257.0,1151.0,741.0,3.0,2152.0,18.0,38.0,28.0,0.0,84.0,3498.0,71.1
Poplar Sprgs Bapt Church,Paulding,4825.0,257.0,931.0,284.0,0.0,1472.0,247.0,998.0,558.0,1.0,1804.0,25.0,32.0,22.0,0.0,79.0,3355.0,69.5
D Wright Innovation Ctr,Paulding,7137.0,488.0,2202.0,361.0,2.0,3053.0,257.0,1067.0,600.0,1.0,1925.0,25.0,68.0,33.0,0.0,126.0,5104.0,71.5
Nebo Elem School,Paulding,10070.0,1069.0,3218.0,738.0,4.0,5029.0,279.0,932.0,671.0,6.0,1888.0,62.0,120.0,49.0,1.0,232.0,7149.0,71.0
White Oak Park,Paulding,5833.0,470.0,1641.0,411.0,6.0,2528.0,221.0,744.0,468.0,3.0,1436.0,48.0,34.0,36.0,0.0,118.0,4082.0,70.0
Mulberry Rock Park,Paulding,5911.0,697.0,2305.0,570.0,3.0,3575.0,119.0,375.0,250.0,1.0,745.0,17.0,60.0,18.0,0.0,95.0,4415.0,74.7
Beulahland Baptist Church,Paulding,2547.0,359.0,873.0,173.0,3.0,1408.0,60.0,206.0,131.0,0.0,397.0,13.0,22.0,13.0,0.0,48.0,1853.0,72.8
Paulding County Airport,Paulding,4132.0,521.0,1324.0,310.0,3.0,2158.0,110.0,329.0,227.0,2.0,668.0,39.0,41.0,25.0,0.0,105.0,2931.0,70.9
Picketts Mill Baptist Church,Paulding,2748.0,292.0,950.0,268.0,0.0,1510.0,80.0,284.0,251.0,1.0,616.0,14.0,22.0,15.0,0.0,51.0,2177.0,79.2
Taylor Farm Park,Paulding,2761.0,159.0,767.0,276.0,0.0,1202.0,114.0,403.0,204.0,0.0,721.0,7.0,29.0,14.0,0.0,50.0,1973.0,71.5
Dobbins Middle School,Paulding,8081.0,397.0,1981.0,468.0,2.0,2848.0,341.0,1593.0,961.0,2.0,2897.0,36.0,68.0,40.0,0.0,144.0,5889.0,72.9
Bluffton,Clay,383.0,42.0,100.0,33.0,0.0,175.0,14.0,40.0,30.0,0.0,84.0,3.0,1.0,4.0,0.0,8.0,267.0,69.7
Zetto,Clay,366.0,15.0,51.0,11.0,0.0,77.0,40.0,77.0,50.0,0.0,167.0,1.0,3.0,2.0,0.0,6.0,250.0,68.3
Court House,Clay,390.0,11.0,36.0,12.0,0.0,59.0,52.0,84.0,52.0,0.0,188.0,0.0,1.0,0.0,0.0,1.0,248.0,63.6
Old Head Start,Clay,453.0,23.0,91.0,20.0,0.0,134.0,35.0,57.0,73.0,0.0,165.0,1.0,1.0,3.0,0.0,5.0,304.0,67.1
Days Cross Road,Clay,461.0,37.0,128.0,37.0,0.0,202.0,25.0,58.0,61.0,0.0,144.0,0.0,0.0,1.0,0.0,1.0,347.0,75.3
Sharon,Taliaferro,253.0,37.0,29.0,6.0,0.0,72.0,32.0,35.0,39.0,0.0,106.0,1.0,0.0,1.0,0.0,2.0,180.0,71.1
Crawfordville,Taliaferro,992.0,62.0,172.0,60.0,0.0,294.0,65.0,179.0,171.0,0.0,415.0,1.0,5.0,7.0,0.0,13.0,722.0,72.8
Sugar Valley,Gordon,1471.0,427.0,356.0,92.0,1.0,876.0,29.0,40.0,37.0,0.0,106.0,14.0,5.0,1.0,0.0,20.0,1002.0,68.1
Plainville,Gordon,2044.0,519.0,454.0,125.0,3.0,1101.0,62.0,64.0,67.0,0.0,193.0,12.0,8.0,4.0,0.0,24.0,1318.0,64.5
Sonoraville,Gordon,5380.0,1118.0,1691.0,375.0,2.0,3186.0,129.0,204.0,146.0,0.0,479.0,39.0,29.0,14.0,0.0,82.0,3747.0,69.6
Pine Chapel,Gordon,1071.0,318.0,257.0,57.0,0.0,632.0,20.0,26.0,34.0,0.0,80.0,7.0,4.0,3.0,0.0,14.0,726.0,67.8
Oostanaula,Gordon,667.0,213.0,113.0,67.0,0.0,393.0,27.0,30.0,30.0,0.0,87.0,7.0,2.0,2.0,0.0,11.0,491.0,73.6
Oakman,Gordon,1439.0,433.0,244.0,84.0,0.0,761.0,29.0,38.0,40.0,0.0,107.0,9.0,9.0,8.0,0.0,26.0,894.0,62.1
Gordon County,Gordon,6423.0,816.0,1877.0,459.0,1.0,3153.0,161.0,363.0,214.0,0.0,738.0,22.0,45.0,17.0,1.0,85.0,3976.0,61.9
Calhoun City,Gordon,9532.0,920.0,2600.0,651.0,1.0,4172.0,337.0,779.0,497.0,0.0,1613.0,52.0,76.0,26.0,1.0,155.0,5940.0,62.3
Lily Pond,Gordon,1914.0,353.0,578.0,140.0,0.0,1071.0,43.0,72.0,79.0,0.0,194.0,12.0,19.0,9.0,0.0,40.0,1305.0,68.2
Fairmount,Gordon,1991.0,668.0,346.0,158.0,2.0,1174.0,53.0,37.0,51.0,0.0,141.0,21.0,13.0,11.0,0.0,45.0,1360.0,68.3
Red Bud,Gordon,2965.0,637.0,881.0,155.0,1.0,1674.0,81.0,147.0,92.0,0.0,320.0,14.0,23.0,7.0,0.0,44.0,2038.0,68.7
Resaca,Gordon,1532.0,392.0,316.0,108.0,2.0,818.0,40.0,48.0,36.0,0.0,124.0,10.0,17.0,0.0,0.0,27.0,969.0,63.3
Cobbtown,Tattnall,761.0,200.0,156.0,65.0,0.0,421.0,43.0,31.0,26.0,0.0,100.0,6.0,2.0,3.0,0.0,11.0,532.0,69.9
Shiloh,Tattnall,1111.0,86.0,225.0,49.0,0.0,360.0,32.0,105.0,37.0,0.0,174.0,4.0,8.0,2.0,0.0,14.0,548.0,49.3
Collins,Tattnall,1482.0,188.0,484.0,86.0,0.0,758.0,35.0,117.0,68.0,0.0,220.0,3.0,13.0,4.0,0.0,20.0,998.0,67.3
Manassas,Tattnall,265.0,72.0,61.0,8.0,0.0,141.0,19.0,19.0,12.0,0.0,50.0,5.0,1.0,0.0,0.0,6.0,197.0,74.3
District II,Tattnall,2500.0,191.0,746.0,121.0,0.0,1058.0,89.0,313.0,103.0,0.0,505.0,10.0,15.0,4.0,0.0,29.0,1592.0,63.7
East Glennville,Tattnall,2506.0,285.0,867.0,246.0,0.0,1398.0,61.0,190.0,100.0,0.0,351.0,17.0,12.0,10.0,0.0,39.0,1788.0,71.3
District IV,Tattnall,2497.0,260.0,792.0,154.0,0.0,1206.0,116.0,230.0,141.0,0.0,487.0,9.0,14.0,5.0,0.0,28.0,1721.0,68.9
District V,Tattnall,1062.0,210.0,327.0,75.0,0.0,612.0,17.0,53.0,21.0,0.0,91.0,3.0,8.0,1.0,0.0,12.0,715.0,67.3
Lockhart,Bulloch,720.0,242.0,106.0,27.0,1.0,376.0,43.0,52.0,55.0,0.0,150.0,6.0,1.0,3.0,0.0,10.0,536.0,74.4
Emit,Bulloch,3360.0,550.0,824.0,233.0,1.0,1608.0,133.0,363.0,218.0,1.0,715.0,27.0,31.0,17.0,0.0,75.0,2398.0,71.4
Statesboro,Bulloch,6312.0,389.0,1169.0,361.0,3.0,1922.0,403.0,962.0,601.0,11.0,1977.0,38.0,33.0,18.0,0.0,89.0,3988.0,63.2
Portal,Bulloch,1735.0,433.0,286.0,103.0,0.0,822.0,93.0,95.0,116.0,0.0,304.0,10.0,5.0,7.0,0.0,22.0,1148.0,66.2
Fair,Bulloch,6335.0,474.0,1622.0,451.0,5.0,2552.0,273.0,878.0,496.0,5.0,1652.0,23.0,57.0,19.0,0.0,99.0,4303.0,67.9
Church,Bulloch,5793.0,372.0,1018.0,369.0,0.0,1759.0,371.0,861.0,657.0,7.0,1896.0,35.0,42.0,20.0,0.0,97.0,3752.0,64.8
Pittman Park,Bulloch,5279.0,294.0,524.0,164.0,0.0,982.0,439.0,900.0,326.0,4.0,1669.0,38.0,53.0,15.0,0.0,106.0,2757.0,52.2
Leefield,Bulloch,1000.0,355.0,198.0,61.0,1.0,615.0,36.0,40.0,34.0,1.0,111.0,13.0,5.0,5.0,0.0,23.0,749.0,74.9
Blitch,Bulloch,1947.0,446.0,508.0,172.0,2.0,1128.0,69.0,178.0,141.0,1.0,389.0,3.0,13.0,3.0,0.0,19.0,1536.0,78.9
Hagin,Bulloch,2403.0,438.0,468.0,145.0,3.0,1054.0,137.0,216.0,196.0,1.0,550.0,14.0,14.0,9.0,0.0,37.0,1641.0,68.3
Brooklet,Bulloch,3351.0,669.0,942.0,238.0,2.0,1851.0,131.0,268.0,162.0,2.0,563.0,20.0,26.0,6.0,0.0,52.0,2466.0,73.6
Stilson,Bulloch,2137.0,614.0,427.0,124.0,1.0,1166.0,59.0,89.0,91.0,0.0,239.0,12.0,7.0,7.0,0.0,26.0,1431.0,67.0
Bay,Bulloch,1610.0,519.0,343.0,106.0,0.0,968.0,64.0,68.0,70.0,0.0,202.0,14.0,6.0,4.0,0.0,24.0,1194.0,74.2
Nevils,Bulloch,1299.0,373.0,256.0,100.0,0.0,729.0,55.0,58.0,48.0,1.0,162.0,8.0,6.0,4.0,0.0,18.0,909.0,70.0
Sinkhole,Bulloch,488.0,184.0,66.0,44.0,0.0,294.0,26.0,11.0,20.0,0.0,57.0,2.0,1.0,2.0,0.0,5.0,356.0,73.0
Register,Bulloch,969.0,210.0,141.0,53.0,2.0,406.0,70.0,76.0,64.0,0.0,210.0,9.0,4.0,0.0,0.0,13.0,629.0,64.9
Dawson,Terrell,3043.0,92.0,290.0,95.0,0.0,477.0,295.0,589.0,482.0,0.0,1366.0,6.0,13.0,9.0,0.0,28.0,1871.0,61.5
Sasser,Terrell,1355.0,180.0,392.0,66.0,0.0,638.0,75.0,136.0,88.0,0.0,299.0,5.0,7.0,1.0,0.0,13.0,950.0,70.1
Bronwood,Terrell,885.0,121.0,156.0,41.0,0.0,318.0,66.0,96.0,108.0,0.0,270.0,3.0,1.0,0.0,0.0,4.0,592.0,66.9
Parrott,Terrell,412.0,117.0,69.0,16.0,0.0,202.0,52.0,25.0,34.0,0.0,111.0,1.0,1.0,3.0,0.0,5.0,318.0,77.2
Graves,Terrell,598.0,113.0,135.0,41.0,0.0,289.0,27.0,52.0,60.0,1.0,140.0,1.0,1.0,1.0,0.0,3.0,432.0,72.2
Herod-Dover,Terrell,301.0,52.0,50.0,14.0,0.0,116.0,33.0,25.0,33.0,0.0,91.0,2.0,3.0,0.0,0.0,5.0,212.0,70.4
1-01C First Presbyterian Church,Chatham,3187.0,319.0,393.0,261.0,0.0,973.0,204.0,671.0,668.0,0.0,1543.0,18.0,12.0,17.0,0.0,47.0,2563.0,80.4
1-05C JEA Building,Chatham,2106.0,211.0,241.0,141.0,0.0,593.0,161.0,399.0,365.0,0.0,925.0,13.0,14.0,8.0,2.0,37.0,1555.0,73.8
1-06C Central Church of Christ,Chatham,2035.0,340.0,299.0,225.0,1.0,865.0,107.0,252.0,309.0,2.0,670.0,20.0,9.0,7.0,0.0,36.0,1571.0,77.2
1-08C Grace United Methodist Church,Chatham,1667.0,289.0,206.0,139.0,0.0,634.0,122.0,234.0,196.0,1.0,553.0,8.0,7.0,5.0,0.0,20.0,1207.0,72.4
1-09C Immanuel Baptist Church,Chatham,739.0,78.0,59.0,43.0,2.0,182.0,67.0,94.0,88.0,1.0,250.0,6.0,0.0,3.0,0.0,9.0,441.0,59.7
1-10C St Thomas Episcopal Church,Chatham,1101.0,322.0,172.0,148.0,1.0,643.0,72.0,98.0,109.0,0.0,279.0,9.0,3.0,5.0,1.0,18.0,940.0,85.4
1-12C Isle of Hope Baptist,Chatham,1909.0,506.0,368.0,252.0,1.0,1127.0,96.0,186.0,202.0,0.0,484.0,9.0,5.0,2.0,0.0,16.0,1627.0,85.2
1-13C The Sanctuary,Chatham,1396.0,237.0,237.0,104.0,1.0,579.0,97.0,141.0,166.0,0.0,404.0,10.0,7.0,5.0,0.0,22.0,1005.0,72.0
1-14C Compassion Christian Church,Chatham,1718.0,240.0,342.0,196.0,1.0,779.0,80.0,187.0,214.0,0.0,481.0,3.0,5.0,11.0,0.0,19.0,1279.0,74.4
1-16C Ferguson Ave Baptist,Chatham,2905.0,581.0,648.0,258.0,4.0,1491.0,135.0,208.0,224.0,1.0,568.0,19.0,7.0,4.0,0.0,30.0,2089.0,71.9
1-17C Islands Christian Church,Chatham,3136.0,457.0,805.0,418.0,0.0,1680.0,106.0,258.0,427.0,1.0,792.0,19.0,16.0,11.0,0.0,46.0,2518.0,80.3
2-02C Blackshear Community Center,Chatham,1714.0,45.0,82.0,43.0,1.0,171.0,212.0,256.0,210.0,7.0,685.0,11.0,0.0,8.0,1.0,20.0,876.0,51.1
2-03C W W Law Center,Chatham,1609.0,55.0,48.0,23.0,0.0,126.0,194.0,249.0,242.0,1.0,686.0,13.0,9.0,3.0,1.0,26.0,838.0,52.1
2-04C Fellowship of Love Church,Chatham,3178.0,60.0,42.0,30.0,0.0,132.0,421.0,598.0,577.0,1.0,1597.0,18.0,14.0,13.0,0.0,45.0,1774.0,55.8
2-05C Holy Spirit Lutheran Church,Chatham,2079.0,53.0,56.0,22.0,1.0,132.0,267.0,482.0,346.0,3.0,1098.0,19.0,10.0,8.0,0.0,37.0,1267.0,60.9
2-06C Eli Whitney Complex,Chatham,759.0,30.0,23.0,5.0,0.0,58.0,118.0,116.0,87.0,3.0,324.0,3.0,6.0,4.0,0.0,13.0,395.0,52.0
2-07C Christ Community Church,Chatham,2808.0,101.0,79.0,54.0,0.0,234.0,327.0,563.0,407.0,2.0,1299.0,18.0,13.0,7.0,0.0,38.0,1571.0,55.9
2-09C Salvation Army,Chatham,3342.0,105.0,98.0,49.0,0.0,252.0,365.0,711.0,616.0,4.0,1696.0,25.0,14.0,11.0,0.0,50.0,1998.0,59.8
2-11C Stillwell Towers,Chatham,1900.0,66.0,67.0,31.0,0.0,164.0,290.0,263.0,260.0,3.0,816.0,10.0,4.0,3.0,0.0,17.0,997.0,52.5
2-12C Williams Court Apts,Chatham,1683.0,53.0,51.0,17.0,0.0,121.0,180.0,334.0,279.0,4.0,797.0,14.0,14.0,8.0,0.0,36.0,954.0,56.7
3-01C Old Courthouse,Chatham,458.0,44.0,41.0,41.0,0.0,126.0,25.0,69.0,70.0,1.0,165.0,3.0,2.0,2.0,0.0,7.0,298.0,65.1
3-02C Temple Mickve Israel,Chatham,1598.0,127.0,193.0,115.0,2.0,437.0,78.0,297.0,280.0,0.0,655.0,9.0,7.0,3.0,0.0,19.0,1111.0,69.5
3-03C Savannah High School,Chatham,1185.0,20.0,31.0,17.0,1.0,69.0,192.0,197.0,125.0,3.0,517.0,5.0,4.0,3.0,1.0,13.0,599.0,50.5
3-04C First African Baptist Church,Chatham,1558.0,34.0,18.0,16.0,0.0,68.0,301.0,239.0,235.0,0.0,775.0,13.0,2.0,0.0,0.0,15.0,858.0,55.1
3-05C Aldersgate Youth Center,Chatham,2107.0,108.0,112.0,52.0,0.0,272.0,263.0,336.0,270.0,2.0,871.0,25.0,11.0,10.0,0.0,46.0,1189.0,56.4
3-08C Jenkins High School,Chatham,1210.0,83.0,93.0,42.0,0.0,218.0,126.0,239.0,192.0,0.0,557.0,6.0,5.0,4.0,0.0,15.0,790.0,65.3
3-09C Cokesbury Methodist,Chatham,664.0,156.0,77.0,51.0,1.0,285.0,72.0,72.0,79.0,1.0,224.0,7.0,1.0,4.0,0.0,12.0,521.0,78.5
3-10C Bible Baptist Church,Chatham,2640.0,98.0,72.0,45.0,0.0,215.0,392.0,514.0,444.0,1.0,1351.0,13.0,9.0,7.0,0.0,29.0,1595.0,60.4
3-11C Southside Baptist Church,Chatham,1481.0,56.0,66.0,35.0,1.0,158.0,231.0,263.0,197.0,2.0,693.0,12.0,3.0,4.0,0.0,19.0,870.0,58.7
3-12C Thunderbolt Muni Complex,Chatham,1678.0,244.0,181.0,81.0,0.0,506.0,189.0,202.0,236.0,0.0,627.0,17.0,6.0,6.0,1.0,30.0,1163.0,69.3
3-13C New Cov 7 Day Adv Ch,Chatham,2303.0,164.0,237.0,122.0,0.0,523.0,206.0,364.0,249.0,1.0,820.0,12.0,8.0,9.0,0.0,29.0,1372.0,59.6
3-14C Oglethorpe Charter Academy,Chatham,2381.0,77.0,158.0,94.0,0.0,329.0,255.0,475.0,436.0,1.0,1167.0,11.0,7.0,7.0,0.0,25.0,1521.0,63.9
3-15C Eli Whitney Complex,Chatham,816.0,60.0,128.0,104.0,0.0,292.0,62.0,127.0,149.0,0.0,338.0,4.0,7.0,2.0,0.0,13.0,643.0,78.8
4-02C Frank Murray Comm Center,Chatham,2472.0,317.0,519.0,166.0,0.0,1002.0,116.0,253.0,283.0,0.0,652.0,16.0,14.0,5.0,0.0,35.0,1689.0,68.3
4-04C Lighthouse Baptist Church,Chatham,2470.0,469.0,511.0,238.0,3.0,1221.0,101.0,201.0,275.0,1.0,578.0,17.0,13.0,9.0,0.0,39.0,1838.0,74.4
4-05C St Francis Episcopal Church,Chatham,2244.0,453.0,452.0,205.0,1.0,1111.0,136.0,210.0,231.0,0.0,577.0,25.0,13.0,16.0,0.0,54.0,1742.0,77.6
4-06C First Baptist of the Island,Chatham,2252.0,451.0,551.0,224.0,2.0,1228.0,108.0,180.0,235.0,0.0,523.0,18.0,5.0,5.0,1.0,29.0,1780.0,79.0
4-07C Wilmington Island UMC,Chatham,3370.0,517.0,734.0,314.0,4.0,1569.0,140.0,288.0,425.0,0.0,853.0,27.0,12.0,17.0,0.0,56.0,2478.0,73.5
4-08C Wilmington Island Pres Church,Chatham,2678.0,522.0,665.0,332.0,1.0,1520.0,111.0,210.0,312.0,1.0,634.0,15.0,6.0,8.0,0.0,29.0,2183.0,81.5
4-10C Guard House Comm Ctr,Chatham,1469.0,346.0,216.0,131.0,1.0,694.0,138.0,138.0,158.0,1.0,435.0,11.0,4.0,5.0,1.0,21.0,1150.0,78.3
4-11C Tybee Island School Cafe,Chatham,1640.0,487.0,166.0,118.0,1.0,772.0,181.0,113.0,183.0,0.0,477.0,8.0,2.0,3.0,0.0,13.0,1262.0,77.0
4-12C St Peters Episcopal,Chatham,2294.0,572.0,459.0,365.0,3.0,1399.0,99.0,149.0,305.0,0.0,553.0,9.0,4.0,4.0,0.0,17.0,1969.0,85.8
4-13C Skidaway Island Pres Church,Chatham,2469.0,499.0,485.0,482.0,2.0,1468.0,76.0,207.0,360.0,1.0,644.0,7.0,2.0,2.0,0.0,11.0,2123.0,86.0
